City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
235,Vypolzovo,57.8767,33.6986,60.22,85,100,8.5,RU,2022-08-01 18:37:44,overcast clouds
236,Erdenet,49.0333,104.0833,60.89,79,100,4.47,MN,2022-08-01 18:35:25,overcast clouds
237,Ukiah,39.1502,-123.2078,83.44,56,0,0.0,US,2022-08-01 18:33:25,clear sky
238,Cape Town,-33.9258,18.4232,56.91,78,0,8.01,ZA,2022-08-01 18:37:40,clear sky
239,Waingapu,-9.6567,120.2641,73.87,86,75,5.55,ID,2022-08-01 18:37:45,broken clouds
240,Namibe,-15.1961,12.1522,60.87,60,93,12.71,AO,2022-08-01 18:37:45,overcast clouds
241,Skowhegan,44.7651,-69.7192,88.38,56,1,6.91,US,2022-08-01 18:32:46,clear sky
242,Ahipara,-35.1667,173.1667,48.27,86,99,4.54,NZ,2022-08-01 18:37:46,overcast clouds
243,Portland,45.5234,-122.6762,85.15,54,75,5.75,US,2022-08-01 18:34:58,broken clouds
244,Quesnel,52.9999,-122.5029,75.7,46,0,3.44,CA,2022-08-01 18:37:47,clear sky
245,Laguna,38.421,-121.4238,83.95,66,20,5.75,US,2022-08-01 18:37:48,few clouds
246,Chingirlau,51.095,54.0814,69.71,61,3,7.07,KZ,2022-08-01 18:37:49,clear sky
247,Pyay,18.8167,95.2167,79.29,88,99,7.09,MM,2022-08-01 18:37:49,overcast clouds
248,Camacha,33.0833,-16.3333,69.22,73,40,18.41,PT,2022-08-01 18:37:50,scattered clouds
249,Hamina,60.5697,27.1979,63.68,89,100,13.13,FI,2022-08-01 18:37:51,overcast clouds
250,Arman,59.7,150.1667,57.02,97,100,6.49,RU,2022-08-01 18:37:51,overcast clouds
251,Dorado,18.4588,-66.2677,92.71,79,75,12.66,PR,2022-08-01 18:37:52,haze
252,Miguel Calmon,-11.4289,-40.595,78.6,46,1,9.71,BR,2022-08-01 18:37:53,clear sky
253,Axim,4.8699,-2.2405,74.21,78,49,10.25,GH,2022-08-01 18:37:53,scattered clouds
254,Liwale,-9.7667,37.9333,70.95,54,84,5.82,TZ,2022-08-01 18:37:54,broken clouds
255,Mahebourg,-20.4081,57.7,66.49,100,75,3.44,MU,2022-08-01 18:37:54,light intensity shower rain
256,North Platte,41.1239,-100.7654,97.12,34,0,9.22,US,2022-08-01 18:37:55,clear sky
257,Sao Filipe,14.8961,-24.4956,76.19,82,47,9.53,CV,2022-08-01 18:37:56,scattered clouds
258,Rodrigues Alves,-7.738,-72.6509,82.6,68,100,2.15,BR,2022-08-01 18:37:56,overcast clouds
259,Auki,-8.7676,160.7034,76.96,84,25,4.03,SB,2022-08-01 18:37:57,scattered clouds
260,Tilichiki,60.4667,166.1,50.18,83,100,3.18,RU,2022-08-01 18:33:13,overcast clouds
261,Paita,-5.0892,-81.1144,70.95,71,14,15.32,PE,2022-08-01 18:37:58,few clouds
262,Guapore,-28.8456,-51.8903,69.71,57,1,1.32,BR,2022-08-01 18:37:58,clear sky
263,Mitsamiouli,-11.3847,43.2844,75.49,78,20,2.3,KM,2022-08-01 18:37:59,light rain
264,Abu Dhabi,24.4667,54.3667,100.51,44,0,6.91,AE,2022-08-01 18:38:00,clear sky
265,Dikson,73.5069,80.5464,41.16,91,100,9.53,RU,2022-08-01 18:38:01,overcast clouds
266,Mocuba,-16.8392,36.9856,63.59,94,50,3.44,MZ,2022-08-01 18:38:01,scattered clouds
267,Ponta Do Sol,32.6667,-17.1,78.71,76,1,4.56,PT,2022-08-01 18:38:02,clear sky
268,Olinda,-8.0089,-34.8553,80.33,65,40,14.97,BR,2022-08-01 18:38:03,scattered clouds
269,Ruidoso,33.3317,-105.673,86.95,36,94,10.36,US,2022-08-01 18:38:04,overcast clouds
270,Riyadh,24.6877,46.7219,96.94,38,100,5.68,SA,2022-08-01 18:38:05,overcast clouds
271,Clearlake,38.9582,-122.6264,80.58,67,100,1.95,US,2022-08-01 18:38:05,overcast clouds
272,Katsuura,35.1333,140.3,79.43,92,100,10.56,JP,2022-08-01 18:38:06,overcast clouds
273,Zhaoqing,23.0512,112.4597,86.83,79,10,1.54,CN,2022-08-01 18:38:07,clear sky
274,Manzanillo,20.3433,-77.1167,93.24,53,12,8.43,CU,2022-08-01 18:38:08,few clouds
275,Berlevag,70.8578,29.0864,55.4,87,100,4.61,NO,2022-08-01 18:38:08,mist
276,Cedar City,37.6775,-113.0619,79.39,53,0,13.8,US,2022-08-01 18:36:31,clear sky
277,Deer Lake,49.1667,-57.4316,84.06,51,75,19.57,CA,2022-08-01 18:38:09,broken clouds
278,Vila Velha,-20.3297,-40.2925,80.55,75,20,12.66,BR,2022-08-01 18:37:24,few clouds
279,Khandyga,62.6667,135.6,61.99,73,100,3.94,RU,2022-08-01 18:38:10,overcast clouds
280,Imbituba,-28.24,-48.6703,70.86,80,0,5.99,BR,2022-08-01 18:38:11,clear sky
281,Kudahuvadhoo,2.6708,72.8944,81.45,74,100,20.45,MV,2022-08-01 18:39:13,overcast clouds
282,Hede,33.7681,120.2517,76.53,91,0,4.97,CN,2022-08-01 18:39:13,clear sky
283,Poronaysk,49.2167,143.1167,55.94,93,100,11.54,RU,2022-08-01 18:39:14,overcast clouds
284,Yarensk,62.1675,49.0916,58.41,83,0,2.59,RU,2022-08-01 18:39:14,clear sky
285,Huangzhai,38.0751,112.6595,75.61,77,28,2.89,CN,2022-08-01 18:39:15,scattered clouds
286,Nouakchott,18.0858,-15.9785,84.13,78,0,11.9,MR,2022-08-01 18:39:16,clear sky
287,Saint Andrews,34.0454,-81.1293,96.39,45,40,16.11,US,2022-08-01 18:39:17,scattered clouds
288,Salina,38.8403,-97.6114,97.3,49,0,8.05,US,2022-08-01 18:36:54,clear sky
289,Lazaro Cardenas,17.9583,-102.2,88.63,60,17,7.92,MX,2022-08-01 18:39:17,few clouds
290,Faya,18.3851,42.4509,63.12,90,100,4.09,SA,2022-08-01 18:39:18,moderate rain
291,Ust-Tsilma,65.441,52.1498,60.67,96,100,3.4,RU,2022-08-01 18:39:18,overcast clouds
292,Raga,8.4596,25.678,67.82,92,99,3.94,SS,2022-08-01 18:39:19,overcast clouds
293,Pingzhuang,42.0372,119.2889,73.04,84,1,3.89,CN,2022-08-01 18:39:19,clear sky
294,Aksu,41.1231,80.2644,70.97,60,100,4.36,CN,2022-08-01 18:39:20,overcast clouds
295,Lorengau,-2.0226,147.2712,80.89,82,93,12.21,PG,2022-08-01 18:39:20,overcast clouds
296,Marsh Harbour,26.5412,-77.0636,83.79,66,43,10.54,BS,2022-08-01 18:39:21,scattered clouds
297,Bandarbeyla,9.4942,50.8122,75.94,85,98,30.71,SO,2022-08-01 18:39:22,overcast clouds
298,Yining,29.0361,114.5636,77.83,84,0,0.89,CN,2022-08-01 18:39:22,clear sky
299,Noshiro,40.2039,140.0242,77.23,92,100,6.78,JP,2022-08-01 18:39:23,overcast clouds
300,Monster,52.0258,4.175,71.98,52,8,5.75,NL,2022-08-01 18:39:23,clear sky
301,Bambous Virieux,-20.3428,57.7575,66.45,100,75,3.44,MU,2022-08-01 18:39:24,light intensity shower rain
302,Esperance,-33.8667,121.9,56.39,72,38,27.47,AU,2022-08-01 18:39:25,scattered clouds
303,Reichenau,50.9075,14.9563,74.01,73,87,1.01,PL,2022-08-01 18:39:26,overcast clouds
304,Paamiut,61.994,-49.6678,44.4,86,100,7.65,GL,2022-08-01 18:39:27,overcast clouds
305,Honiara,-9.4333,159.95,76.44,83,12,6.06,SB,2022-08-01 18:39:28,few clouds
306,Chimbarongo,-34.7,-71.05,49.08,69,100,4.65,CL,2022-08-01 18:39:19,overcast clouds
307,Luwuk,-0.9516,122.7875,75.45,90,100,3.98,ID,2022-08-01 18:39:29,overcast clouds
308,Tukrah,32.5341,20.5791,80.62,75,0,10.58,LY,2022-08-01 18:39:29,clear sky
309,Norman Wells,65.282,-126.8329,66.24,52,40,5.75,CA,2022-08-01 18:39:30,scattered clouds
310,Mehamn,71.0357,27.8492,55.35,88,0,2.3,NO,2022-08-01 18:39:31,clear sky
311,Mariental,-24.6333,17.9667,58.5,48,83,12.59,NA,2022-08-01 18:39:31,light rain
312,Isangel,-19.55,169.2667,75.47,86,99,13.13,VU,2022-08-01 18:37:20,overcast clouds
313,College,64.8569,-147.8028,65.59,75,75,10.36,US,2022-08-01 18:36:22,broken clouds
314,Deputatskiy,69.3,139.9,49.91,92,100,4.72,RU,2022-08-01 18:39:33,light rain
315,Mount Pleasant,32.7941,-79.8626,97.0,60,20,12.66,US,2022-08-01 18:37:11,few clouds
316,Korla,41.7597,86.1469,73.78,55,100,19.86,CN,2022-08-01 18:39:34,overcast clouds
317,Acajutla,13.5928,-89.8275,88.14,58,8,6.93,SV,2022-08-01 18:39:34,clear sky
318,Palmas,-10.2128,-48.3603,93.07,38,40,8.05,BR,2022-08-01 18:39:35,scattered clouds
319,Chabahar,25.2919,60.643,82.78,86,19,7.99,IR,2022-08-01 18:39:36,few clouds
320,Lichinga,-13.3128,35.2406,62.64,51,95,6.2,MZ,2022-08-01 18:39:36,overcast clouds
321,Borogontsy,62.6683,131.1683,63.72,97,100,5.95,RU,2022-08-01 18:39:37,overcast clouds
322,Broken Hill,-31.95,141.4333,45.41,50,1,8.75,AU,2022-08-01 18:39:38,clear sky
323,Pacific Grove,36.6177,-121.9166,80.35,71,0,4.61,US,2022-08-01 18:39:38,clear sky
324,Lovozero,68.005,35.0117,56.59,88,100,1.19,RU,2022-08-01 18:39:39,light rain
325,Lima,-12.0432,-77.0282,61.05,72,40,10.36,PE,2022-08-01 18:36:26,scattered clouds
326,Rio Gallegos,-51.6226,-69.2181,51.85,43,40,13.8,AR,2022-08-01 18:40:40,scattered clouds
327,Terrace Bay,48.7834,-87.1,57.06,80,98,12.64,CA,2022-08-01 18:40:40,overcast clouds
328,Merauke,-8.4667,140.3333,76.03,92,91,11.01,ID,2022-08-01 18:40:41,overcast clouds
329,Pisco,-13.7,-76.2167,63.01,77,75,6.91,PE,2022-08-01 18:40:41,broken clouds
330,Beringovskiy,63.05,179.3167,52.63,66,23,3.44,RU,2022-08-01 18:40:42,few clouds
331,Bethel,41.3712,-73.414,79.36,74,100,5.75,US,2022-08-01 18:40:43,overcast clouds
332,Tanout,14.9709,8.8879,87.49,43,99,11.14,NE,2022-08-01 18:40:44,overcast clouds
333,Manono,-7.3,27.4167,82.13,27,12,6.53,CD,2022-08-01 18:40:44,few clouds
334,Kilemary,56.7783,46.8659,61.41,75,53,4.61,RU,2022-08-01 18:40:45,broken clouds
335,Ilulissat,69.2167,-51.1,53.62,47,20,4.61,GL,2022-08-01 18:39:32,few clouds
336,Necochea,-38.5473,-58.7368,61.63,61,11,5.79,AR,2022-08-01 18:40:46,few clouds
337,Camapua,-19.5314,-54.0439,91.49,17,0,5.91,BR,2022-08-01 18:40:46,clear sky
338,Nuqui,5.7125,-77.2708,81.14,81,81,11.07,CO,2022-08-01 18:40:47,light rain
339,Kargopol,61.5071,38.9456,56.93,79,100,4.61,RU,2022-08-01 18:40:48,overcast clouds
340,Bongandanga,1.5,21.05,73.98,78,97,1.41,CD,2022-08-01 18:40:48,overcast clouds
341,Sosva,59.1766,61.8558,54.0,77,100,3.89,RU,2022-08-01 18:40:49,overcast clouds
342,Joensuu,62.6012,29.7632,64.89,77,0,4.61,FI,2022-08-01 18:40:49,clear sky
343,Buala,-8.145,159.5921,79.5,77,57,6.35,SB,2022-08-01 18:40:50,broken clouds
344,Srednekolymsk,67.45,153.6833,65.7,72,100,6.93,RU,2022-08-01 18:40:51,light rain
345,Miquelon,47.0975,-56.3814,71.6,90,92,9.22,PM,2022-08-01 18:40:51,overcast clouds
346,Port Blair,11.6667,92.75,80.64,89,40,4.61,IN,2022-08-01 18:40:52,mist
347,Vanavara,60.34,102.2797,60.96,98,35,4.99,RU,2022-08-01 18:40:52,scattered clouds
348,Talnakh,69.4865,88.3972,49.21,69,0,11.36,RU,2022-08-01 18:40:53,clear sky
349,Takoradi,4.8845,-1.7554,74.25,78,88,11.36,GH,2022-08-01 18:40:53,overcast clouds
350,Boppard,50.2308,7.5899,74.37,82,68,2.08,DE,2022-08-01 18:40:54,broken clouds
351,Pierre,44.3683,-100.351,90.52,37,0,18.41,US,2022-08-01 18:40:54,clear sky
352,Malinovka,53.8579,27.4374,65.7,97,100,4.09,BY,2022-08-01 18:40:56,overcast clouds
353,Verkhnyaya Inta,65.9811,60.3094,59.86,57,9,9.44,RU,2022-08-01 18:40:56,clear sky
354,Kharp,66.8014,65.8081,53.1,76,27,1.32,RU,2022-08-01 18:40:57,scattered clouds
355,Santa Rosa,14.3122,121.1114,77.09,94,100,5.46,PH,2022-08-01 18:40:57,overcast clouds
356,Sylvan Lake,52.3168,-114.0853,73.35,70,75,10.36,CA,2022-08-01 18:40:58,broken clouds
357,Wattegama,6.7989,81.4808,75.31,81,100,10.09,LK,2022-08-01 18:40:58,overcast clouds
358,Paraiso,9.8383,-83.8656,79.66,60,67,5.55,CR,2022-08-01 18:40:59,broken clouds
359,Wamba,8.9333,8.6,71.94,92,99,1.74,NG,2022-08-01 18:40:59,overcast clouds
360,Saiha,22.4833,92.9667,70.57,99,100,2.04,IN,2022-08-01 18:41:00,overcast clouds
361,Port Augusta,-32.5,137.7667,49.68,51,100,12.28,AU,2022-08-01 18:41:01,overcast clouds
362,Dzilam Gonzalez,21.2833,-88.9333,92.14,52,59,7.74,MX,2022-08-01 18:41:01,broken clouds
363,Ushtobe,45.2514,77.9838,69.6,63,89,7.74,KZ,2022-08-01 18:41:02,overcast clouds
364,Krasnovishersk,60.4078,57.082,56.5,73,100,2.17,RU,2022-08-01 18:41:02,overcast clouds
365,Goryachiy Klyuch,44.6308,39.13,71.22,93,60,6.73,RU,2022-08-01 18:41:03,broken clouds
366,Sur,22.5667,59.5289,89.37,60,19,5.37,OM,2022-08-01 18:41:04,few clouds
367,Kahului,20.8947,-156.47,80.83,76,40,13.8,US,2022-08-01 18:41:05,light rain
368,Daru,-9.0763,143.2092,77.16,91,33,9.22,PG,2022-08-01 18:41:05,scattered clouds
369,La Ronge,55.1001,-105.2842,71.82,53,40,5.75,CA,2022-08-01 18:41:06,scattered clouds
370,Colac,-38.3333,143.5833,48.16,92,62,8.81,AU,2022-08-01 18:42:07,broken clouds
371,Awjilah,29.1081,21.2869,88.61,35,0,16.22,LY,2022-08-01 18:42:08,clear sky
372,Ust-Koksa,50.2696,85.6108,55.89,87,99,0.74,RU,2022-08-01 18:42:08,overcast clouds
373,Petropavl,54.8753,69.1628,55.04,90,99,7.74,KZ,2022-08-01 18:41:46,overcast clouds
374,Severo-Kurilsk,50.6789,156.125,52.03,86,3,5.03,RU,2022-08-01 18:38:59,clear sky
375,Thompson,55.7435,-97.8558,62.76,55,75,4.61,CA,2022-08-01 18:41:38,broken clouds
376,Opuwo,-18.0607,13.84,47.93,28,3,7.14,NA,2022-08-01 18:42:10,clear sky
377,San Patricio,28.017,-97.5169,95.16,42,55,16.96,US,2022-08-01 18:42:05,broken clouds
378,Hinton,53.4001,-117.5857,77.97,43,100,2.1,CA,2022-08-01 18:42:11,overcast clouds
379,Conde,-7.2597,-34.9075,81.86,61,20,18.41,BR,2022-08-01 18:42:12,few clouds
380,Asau,46.4333,26.4,65.32,91,82,3.15,RO,2022-08-01 18:42:13,broken clouds
381,Saint-Joseph,-21.3667,55.6167,66.58,68,1,3.71,RE,2022-08-01 18:37:20,clear sky
382,Annau,37.8876,58.516,83.7,48,40,4.61,TM,2022-08-01 18:42:14,scattered clouds
383,Qianan,44.9932,124.0581,74.73,95,98,7.34,CN,2022-08-01 18:42:14,overcast clouds
384,Lamar,33.6668,-95.5836,96.98,70,20,9.22,US,2022-08-01 18:42:15,few clouds
385,Ballarat,-37.5662,143.8496,43.09,95,53,6.44,AU,2022-08-01 18:42:15,broken clouds
386,San Cristobal,7.7669,-72.225,77.18,82,100,6.06,VE,2022-08-01 18:42:17,overcast clouds
387,Ahmadpur Sial,30.6754,71.7483,89.24,62,0,2.91,PK,2022-08-01 18:42:18,clear sky
388,Provideniya,64.3833,-173.3,52.25,65,86,1.21,RU,2022-08-01 18:42:18,overcast clouds
389,Madison,34.7334,-86.5667,77.7,97,100,5.75,US,2022-08-01 18:39:12,moderate rain
390,Marion,39.7684,-86.1555,81.54,73,75,19.57,US,2022-08-01 18:42:19,broken clouds
391,Panguna,-6.3164,155.4848,67.59,96,33,2.46,PG,2022-08-01 18:42:20,light rain
392,Rock Springs,41.5875,-109.2029,85.44,15,0,3.44,US,2022-08-01 18:42:21,clear sky
393,Khash,28.2211,61.2158,84.02,48,19,12.1,IR,2022-08-01 18:42:21,few clouds
394,Hit,33.6416,42.8251,100.22,12,0,4.25,IQ,2022-08-01 18:42:22,clear sky
395,Hopkinton,41.4612,-71.7776,75.38,84,100,3.44,US,2022-08-01 18:42:22,overcast clouds
396,Grand-Santi,4.25,-54.3833,84.49,70,94,1.48,GF,2022-08-01 18:42:23,overcast clouds
397,Vila Franca Do Campo,37.7167,-25.4333,73.81,76,90,2.53,PT,2022-08-01 18:42:23,overcast clouds
398,Molepolole,-24.4066,25.4951,60.94,59,32,17.25,BW,2022-08-01 18:42:24,scattered clouds
399,Wuning,29.2589,120.2311,78.39,86,99,2.89,CN,2022-08-01 18:42:25,overcast clouds
400,Inuvik,68.3499,-133.7218,56.41,84,40,2.3,CA,2022-08-01 18:42:25,scattered clouds
401,Hualmay,-11.0964,-77.6139,66.69,72,72,12.15,PE,2022-08-01 18:42:26,broken clouds
402,Tateyama,34.9833,139.8667,79.11,89,100,9.84,JP,2022-08-01 18:42:26,moderate rain
403,Kloulklubed,7.0419,134.2556,81.05,80,100,9.53,PW,2022-08-01 18:42:27,overcast clouds
404,Obudovac,44.965,18.6122,74.34,43,3,3.33,BA,2022-08-01 18:42:27,clear sky
405,Los Llanos De Aridane,28.6585,-17.9182,74.12,85,75,18.41,ES,2022-08-01 18:42:28,broken clouds
406,Flin Flon,54.7682,-101.865,69.64,40,40,6.91,CA,2022-08-01 18:42:28,scattered clouds
407,Terrace,54.5163,-128.6035,67.91,63,75,9.22,CA,2022-08-01 18:42:29,broken clouds
408,Japura,-0.3167,102.35,74.59,98,100,2.62,ID,2022-08-01 18:42:29,overcast clouds
409,Makungu,-8.7333,35.2833,56.84,85,6,3.42,TZ,2022-08-01 18:42:30,clear sky
410,Avera,33.194,-82.5271,96.31,30,18,10.47,US,2022-08-01 18:42:31,few clouds
411,Kaeo,-35.1,173.7833,42.33,95,100,3.09,NZ,2022-08-01 18:39:38,overcast clouds
412,Vao,-22.6667,167.4833,71.55,85,83,21.05,NC,2022-08-01 18:42:31,broken clouds
413,Westport,41.1415,-73.3579,77.14,91,100,4.61,US,2022-08-01 18:42:32,overcast clouds
414,Manchester,53.4809,-2.2374,73.38,59,75,10.36,GB,2022-08-01 18:38:24,light rain
415,Aviemore,57.1955,-3.8259,58.48,89,100,5.19,GB,2022-08-01 18:42:33,moderate rain
416,Waddan,29.1614,16.139,90.66,24,0,8.72,LY,2022-08-01 18:43:41,clear sky
417,Kutum,14.2,24.6667,75.16,62,82,2.53,SD,2022-08-01 18:43:42,broken clouds
418,Mago,53.2514,140.1822,58.78,98,100,4.45,RU,2022-08-01 18:43:43,overcast clouds
419,Ahuimanu,21.4447,-157.8378,80.2,77,100,11.5,US,2022-08-01 18:43:44,light rain
420,Jalu,29.0331,21.5482,89.49,27,0,13.27,LY,2022-08-01 18:43:44,clear sky
421,Tawau,4.2498,117.8871,77.13,94,100,1.99,MY,2022-08-01 18:43:45,moderate rain
422,Popondetta,-8.7537,148.2534,71.98,82,5,3.47,PG,2022-08-01 18:43:45,clear sky
423,Erzincan,39.75,39.5,78.1,34,0,17.27,TR,2022-08-01 18:43:46,clear sky
424,Imeni Poliny Osipenko,52.4201,136.4853,64.49,99,100,6.58,RU,2022-08-01 18:43:47,moderate rain
425,Ulaangom,49.9811,92.0667,61.92,68,4,1.01,MN,2022-08-01 18:43:47,clear sky
426,Saint Anthony,45.0205,-93.218,83.79,44,0,11.5,US,2022-08-01 18:43:48,clear sky
427,Krylovskaya,46.3194,39.9711,81.63,39,8,10.09,RU,2022-08-01 18:43:49,clear sky
428,Amahai,-3.3333,128.9167,76.69,87,94,2.98,ID,2022-08-01 18:43:49,overcast clouds
429,Tianpeng,30.9866,103.9393,73.87,77,79,1.79,CN,2022-08-01 18:43:50,broken clouds
430,Santiago,-33.4569,-70.6483,63.55,67,75,8.05,CL,2022-08-01 18:40:30,haze
431,Katobu,-4.9408,122.5276,72.81,96,100,4.03,ID,2022-08-01 18:43:51,overcast clouds
432,Novi Bilokorovychi,51.1155,28.0546,66.31,81,100,8.28,UA,2022-08-01 18:43:52,overcast clouds
433,Zwedru,6.0667,-8.1281,70.45,93,100,3.89,LR,2022-08-01 18:43:53,overcast clouds
434,Mogadishu,2.0371,45.3438,76.26,80,16,17.27,SO,2022-08-01 18:43:53,few clouds
435,Kashi,39.4547,75.9797,78.01,29,100,6.71,CN,2022-08-01 18:43:54,overcast clouds
436,Dakar,14.6937,-17.4441,84.33,74,40,11.5,SN,2022-08-01 18:43:55,scattered clouds
437,Akim Swedru,5.8938,-1.0164,71.67,81,58,5.5,GH,2022-08-01 18:43:55,broken clouds
438,Haines Junction,60.7522,-137.5108,62.55,59,15,2.3,CA,2022-08-01 18:43:56,few clouds
439,Talaya,61.3833,152.75,53.56,81,96,6.64,RU,2022-08-01 18:43:56,overcast clouds
440,Presidente Dutra,-5.29,-44.49,96.98,25,87,8.08,BR,2022-08-01 18:43:57,overcast clouds
441,Liverpool,53.4106,-2.9779,70.14,86,75,4.61,GB,2022-08-01 18:40:43,light intensity drizzle rain
442,Bundaberg,-24.85,152.35,57.22,99,100,4.41,AU,2022-08-01 18:43:58,overcast clouds
443,Dunedin,-45.8742,170.5036,55.8,53,53,13.33,NZ,2022-08-01 18:43:58,broken clouds
444,Santa Cruz De La Palma,28.6835,-17.7642,78.13,78,75,18.41,ES,2022-08-01 18:43:59,broken clouds
445,Tautira,-17.7333,-149.15,77.34,68,17,23.33,PF,2022-08-01 18:44:00,few clouds
446,Azanka,58.0401,64.7893,54.36,80,100,4.72,RU,2022-08-01 18:44:00,overcast clouds
447,Bulancak,40.9372,38.2291,76.82,78,40,0.0,TR,2022-08-01 18:44:01,scattered clouds
448,Biak,-0.9131,122.8766,74.41,88,99,5.12,ID,2022-08-01 18:44:01,overcast clouds
449,Danville,36.586,-79.395,90.03,64,20,12.66,US,2022-08-01 18:44:02,few clouds
450,Amalapuram,16.5833,82.0167,81.0,85,100,2.89,IN,2022-08-01 18:44:03,overcast clouds
451,Hasaki,35.7333,140.8333,81.28,88,100,4.18,JP,2022-08-01 18:39:16,overcast clouds
452,Palmer,42.1584,-72.3287,83.52,59,75,4.0,US,2022-08-01 18:44:04,broken clouds
453,Husavik,66.0449,-17.3389,42.49,93,100,8.19,IS,2022-08-01 18:44:05,overcast clouds
454,Beian,63.6559,9.5683,58.01,62,20,8.05,NO,2022-08-01 18:44:05,few clouds
455,Sabha,27.0377,14.4283,90.55,16,0,6.06,LY,2022-08-01 18:44:06,clear sky
456,The Valley,18.217,-63.0578,87.66,70,40,16.11,AI,2022-08-01 18:44:06,scattered clouds
457,Viseu,40.661,-7.9097,91.85,33,0,5.84,PT,2022-08-01 18:40:39,clear sky
458,Kavaratti,10.5669,72.642,78.89,81,100,27.54,IN,2022-08-01 18:44:07,overcast clouds
459,Soller,39.7662,2.7152,87.42,62,0,2.77,ES,2022-08-01 18:44:08,clear sky
460,Olafsvik,64.8945,-23.7142,48.78,76,48,15.75,IS,2022-08-01 18:44:08,scattered clouds
461,Bor,56.3567,44.0669,60.73,71,100,4.0,RU,2022-08-01 18:44:09,overcast clouds
462,Acarau,-2.8856,-40.12,83.08,65,44,20.24,BR,2022-08-01 18:44:10,scattered clouds
463,Saldanha,-33.0117,17.9442,48.25,74,0,11.52,ZA,2022-08-01 18:44:11,clear sky
464,Belaya Gora,68.5333,146.4167,56.53,88,100,13.65,RU,2022-08-01 18:45:11,overcast clouds
465,Togur,58.3631,82.8265,51.04,74,0,7.38,RU,2022-08-01 18:45:12,clear sky
466,Joshimath,30.5667,79.5667,70.9,97,100,1.63,IN,2022-08-01 18:44:31,overcast clouds
467,Masallatah,32.6167,14.0,78.46,77,0,5.95,LY,2022-08-01 18:45:13,clear sky
468,Eau Claire,44.8114,-91.4985,79.18,55,40,8.99,US,2022-08-01 18:44:51,scattered clouds
469,Harunabad,29.6133,73.1389,89.24,66,0,2.68,PK,2022-08-01 18:45:14,clear sky
